Unnamed: 0,B07YK2L7CW,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,Traditions Bazaar Art Silk Solid Color Women Dupatta,999,299.00,FREE delivery,Unnamed: 7,3.8,0.0,350 ratings,Unnamed: 11,Unnamed: 12,Unnamed: 13,225 x 100 x 0.1 cm,D-MC,Unnamed: 16,27 September 2019,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,https://m.media-amazon.com/images/I/41aHwakY0CL.jpg,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,https://www.amazon.in/Traditions-Bazaar-Banarasi-Solid-Dupatta/dp/B07YK2T13C,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,"Tuesday, 27 February"," 
 This beautiful solid coloured banarasi dupatta with zari border on four sides is perfect for all occasions  ",StoreName,Asin,Category,Title,MRP,Price,ShippingPrice,Manufacturer,StarRating,IsPrime,CustomerReview,Weight,Color,Size,PackageDimensions,ItemModelNumber,Department,DateFirstAvailable,BestSellersRank1,BestSellersRank2,BestSellersRank3,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,BulletPoint6,BulletPoint7,BulletPoint8,BulletPoint9,BulletPoint10,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6,ImageURL7,ImageURL8,ImageURL9,ImageURL10,ProductUrl,VedioLink1,VedioLink2,VedioLink3,VedioLink4,DeliveryTime,Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOUSE OF QUIRK,B0CLCYFLZX,Home & Kitchen > Home Furnishing > Slipcovers > Sofa Slipcovers,"House of Quirk Universal Double Seater 220 GSM Jacquard Fabric Sofa Cover Soft Touching Cover for Couch Flexible Stretch Sofa Slipcover (Camel, 145-185cm)","2,999","1,899.00",FREE delivery,‎House of Quirk,3.2,0.0,24 ratings,‎990 Grams,,,,,,,"5,490 in Home & Kitchen (See Top 100 in Home & Kitchen)",888 inHome Furnishing,,"UPGRADED MATERIAL: Made of High stretchable Jacquard Fabric that is eco-friendly, durable and stylish giving you soft and comfortable feel. ANTI-BACTERIA, WRINKLE RESISTANT AND NO PILLING! Anti-mite processsed slipcovers are highly safety for kids and pets. Naturally dyed with no color shading or fading done.",PERFECT FIT: High density stretch fabric with elastic corners provides a perfect fitting as the cover will not ride up or come off easily like any traditional couch covers. This is an universal size sofa cover suitable for most types of sofas. Neat stitching; 360 degrees Full coverage. Freshens up any home decor!,"EXQUISITE DESIGN WITH GREAT PROTECTION: These four season sofa cover with great variety of exquisite designs and color add elegance to your home decor which instantly brighten up your old furniture. These sofa covers are perfect to protect your sofas from spills, stains, wear and tear to prevent it from getting ruined. These are breathable, long-lasting and no fading. It is great for homes with children and pets or for anyone seeking an economical solution for furniture protection.","EASY INSTALLATION & CARE: This sofa cover is very easy to install due to its highly stretchable spandex fabric. Machine washable in cold water. NOTE - Actual product color may vary from the images shown. Every monitor or mobile display has a different capability to display colors, and every individual may see these colors differently. In addition, lighting conditions at the time the photo was taken can also affect an image's color.",NOTE: PLEASE ENSURE YOUR SOFA SIZE IS WITHIN THE RANGE.(FOR L SHAPE SOFA YOU HAVE TO BUY TWO SOFA COVERS DEPENDING ON THE SIZE AND DIMENSIONS OF BOTH THE SOFA IN L-SHAPE),,,,,,https://m.media-amazon.com/images/I/81n0XxNfp+L._SX425_.jpg,https://m.media-amazon.com/images/I/81n0XxNfp+L._SX522_.jpg,https://m.media-amazon.com/images/I/81n0XxNfp+L._SY355_.jpg,https://m.media-amazon.com/images/I/81n0XxNfp+L._SY450_.jpg,https://m.media-amazon.com/images/I/81n0XxNfp+L._SX679_.jpg,https://m.media-amazon.com/images/I/81n0XxNfp+L._SX466_.jpg,https://m.media-amazon.com/images/I/81n0XxNfp+L._SX569_.jpg,,,,https://www.amazon.in/House-Quirk-Universal-Slipcover-145-185cm/dp/B0CLCYFLZX,,,,,"Thursday, 29 February"," 
 FEATURES:House of Quirk new universal sofa covers with different exquisite designs and color instantly freshens up your home decor transforming your old furniture into new. High density stretch fabric with elastic corners provides a perfect wrinkle free fitting as the cover will not move easily like any traditional couch covers. Soft Fabric ensures maximum comfortable with smooth feeling. GREAT PROTECTION: These sofa covers are perfect to protect your sofas from spills, stains, wear and tear to prevent it from getting ruined. These are breathable, long-lasting and no fading. Universal suitable to over 99% home sofa size between: 1 seat : Chair length between - Single Seater(90-140cm)2 seat : Loveseat length between - Double Seater(145-185cm)3 seat : Sofa length between - Triple Seater(190-230cm)4 seat : Big Sofa length between - Four Seater(235-300cm)Note:1. Due to the light and screen difference, the item's color may be slightly different from the pictures.2. Please allow 0.5-2 cm differences due to manual measurement.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0B52493GH,Clothing & Accessories > Men > Ethnic Wear > Kurta Sets,See Designs Men Kurta Set,"2,999",814.00,FREE delivery,,4.0,0.0,53 ratings,,,,36 x 26 x 5 cm,,,24 June 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31wDzUvTtRL.jpg,,,,,,,,,,https://www.amazon.in/See-Designs-Men-Kurta-Set/dp/B0CGDRPT5G,,,,,"Friday, 1 March"," 
 Loose-fitting sleeves allow for an easy fit and let air circulate freely through the garment. It has a relaxed fit over legs for absolute comfort. You can team this with a pair of mojdis to complete your party look. Truly an evergreen outfit, your can flaunt this at family functions, traditional occasions, and other celebrations. Indian ethnic wear can be worn on numerous occasions.Wash Care Instructions: Machine Wash or cold light wash/ Do not dry in direct sunlight  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0CJJ6JNV5,Clothing & Accessories > Women > Western Wear > Winter Wear > Sweatshirts & Hoodies > Sweatshirts,JUNEBERRY® Cotton Poly Fleece Regular Fit Orange & Pink Graphic Print Sweatshirt for Women,"1,999",499.00,FREE delivery,,3.8,0.0,18 ratings,,,,30 x 25 x 3 cm,,,21 September 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31kauxfWHEL.jpg,,,,,,,,,,https://www.amazon.in/JUNEBERRY%C2%AE-Cotton-Regular-Graphic-Sweatshirt/dp/B0CKYBZ33N,,,,,"Thursday, 29 February"," 
 Solid oversize crew neck graphic sweatshirt  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0BVBKSP8X,Clothing & Accessories > Women > Ethnic Wear > Kurtas & Kurtis,PPTOSS Women's Cotton Silk Jacquard Straight Kurta with Pant & Banarasi Silk Dupatta Set,"2,999",860.00,FREE delivery,,4.0,0.0,74 ratings,,,,25 x 20 x 3 cm,,,9 February 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41Da-HuGWlL.jpg,,,,,,,,,,https://www.amazon.in/PPTOSS-Jacquard-Straight-Banarasi-Dupatta/dp/B0BVBQ1QCH,,,,,"Wednesday, 28 February"," 
 Kurta has a round neck with, sleeve length: of 17 inches, straight hems, and a side slit. it will keep you comfortable for a party wear look. pair it with high heels and look effortlessly chic and fashionable. perfect for traditional wear get-away, this beautiful kurta set PPTOSS will help you feel feminine and modest. tap into this season & street-style inspired mood and style this kurta set with minimal accessories. top length: 44 to 45 inches approx, sleeve length: 17 inches, bottom length: 37 inches, dupatta length: 2.20 meters approx. Its unique design and beautiful colour will fetch a lot of second glances as you club it with contrast colored pumps and flashy accessories. our products are made and stitched using high grade fabrics and yarns under the strict surveillance of our well-versed executives. it is capable of making you look gorgeous. wear it and put your step in the world of fashion. it looks stunning every time you match it with accessories.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTLAND FASHION,B0CLHCZZ3S,"Clothing & Accessories > Women > Western Wear > Tops, T-Shirts & Shirts",COTLAND Fashions Jaipuri Cotton Kimono Sleeves Printed Longline Kaftan Top for Women,"3,099",645.00,FREE delivery,,3.6,0.0,6 ratings,,,,76.2 x 50.8 x 3 cm,,,20 October 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41uTSa11liL.jpg,,,,,,,,,,https://www.amazon.in/COTLAND-Fashions-Jaipuri-Sleeves-Longline/dp/B0CLHD9QGB,,,,,"Thursday, 29 February"," 
 Elevate your summer wardrobe with the COTLAND FASHION Jaipuri Cotton Kimono Sleeves Printed LongLine Kaftan Top for Women, a testament to timeless style and comfort. Crafted by COTLAND FASHION - THE LAND OF PURE COTTON, this kaftan top is the epitome of sophistication and luxury. Made from 100% pure cotton, this top offers a level of quality and comfort that's unparalleled. With pre-shrunk cotton, it retains its perfect fit even after repeated washes. The fabric is not only incredibly lightweight but also exceptionally breathable, ensuring you stay comfortable even on the warmest days. The V-neck design and elegant kimono sleeves add a touch of class to your summer look. Whether you're heading to the beach, a casual gathering, or a stylish evening event, this kaftan top is the versatile and luxurious choice you've been searching for. Available in sizes from XS to 3XL, it's designed to complement women of all body types, reaffirming our belief that fashion should celebrate diversity. At COTLAND FASHION, we're committed to offering fashion that seamlessly merges style and comfort, and this kaftan top is a shining example. Embrace summer with confidence, knowing that you're not just wearing a garment but an embodiment of elegance and luxury. Choose COTLAND FASHION and experience the allure of pure cotton fashion with the Jaipuri Cotton Kimono Sleeves Printed LongLine Kaftan Top for Women. Make a statement this season with a piece that redefines fashion, comfort, and confidence.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YGM Acoustic Foams,B0B2LZCZMS,Home Improvement > Hardware > Door Hardware & Locks > Stops,"YGM Acoustic Foams® Door Draft Stopper Under Door Seal for Exterior or Interior Doors, 36''/93 cm, Anti Rust, Weather Stripping Noise Stopper with 4 Screws (Brown Colour, Black Rubber) (Single)",750,329.00,FREE delivery,‎YGM Acoustic Foams,3.3,0.0,100 ratings,160 g,,,,,,,"7,703 in Home Improvement (See Top 100 in Home Improvement)",165 inStops,,"BENEFITS: It Keeps the Bugs, Insects & Dust Outside, Reduces the Cold Air Transmission From Door Bottom Gaps Which Helps To Save Your Electricity Bill, Prevent Unwanted Light & Sound.",MATERIAL: This Door Seal Comes With Aluminium Frame Length 92 Cm and Height 40mm is Which Is Completely Rust Free With Black rubber.,"COVERAGE: It Covers the Gap Between 0 To 20Mm. Available In Brown Color Options, Matches With Almost Every Door Color. It Can Be Fit On Almost Every Door Type Pvc/Wooden/Fabricated/Steel/Metal.",ZERO RISK: Zero Chances Of Breathing Issue Which Is the Most Common Problem In Other Rubber Seals. Zero Scratches On the Floor.,INSTALLATION: Step 1- Measure your Door; Step 2 - Adjust/Cut Door Seal as per Door Size with the Normal Metal Cutting Blade; Step 3 - Install the Door Seal with Screws.,,,,,,https://m.media-amazon.com/images/I/61gMHyCXPgL._SX466_.jpg,https://m.media-amazon.com/images/I/61gMHyCXPgL._SX569_.jpg,https://m.media-amazon.com/images/I/61gMHyCXPgL._SX425_.jpg,https://m.media-amazon.com/images/I/61gMHyCXPgL._SX522_.jpg,https://m.media-amazon.com/images/I/61gMHyCXPgL._SY355_.jpg,https://m.media-amazon.com/images/I/61gMHyCXPgL._SY450_.jpg,https://m.media-amazon.com/images/I/61gMHyCXPgL._SX679_.jpg,,,,https://www.amazon.in/YGM-Acoustic-Exterior-Interior-Stripping/dp/B0B2LZCZMS,,,,,"Tuesday, 27 February","YGM Acoustic Foams® Door Draft Stopper Under Door Seal for Exterior or Interior Doors, 36''/93 cm, Anti Rust, Weather Stripping Noise Stopper with 4 Screws (Brown Colour, Black Rubber) (Single) : Amazon.in: Home Improvement"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clicktech Retail,B0991YBLKS,Outdoor Living > Gardening > Watering Equipment > Sprinklers,"UCRAVO Garden Sprinkler, Adjustable 360 Degree Rotation Lawn Sprinkler, Large Area Coverage, Sprinklers for Yard for Plant Irrigation and Kids Playing",399,319.00,FREE delivery,‎UCRAVO,4.0,0.0,123 ratings,‎120 g,,,,,,9 July 2021,"2,006 in Garden & Outdoors (See Top 100 in Garden & Outdoors)",18 inSprinklers (Garden & Outdoors),,"【Different Spray Modes】The high-quality adjustable spray arms with 4 forms nozzle can adjust the sprinkling angle to 45 degrees or 90 degrees to achieve large-area watering effects, or to achieve higher density watering effects.","【Wider Coverage Area】The 360-degree rotating sprinkler can irrigate a diameter range of 24-32 feet under a water pressure of 40 PSI, And an irrigation range of 36-49 feet under a water pressure of 60 PSI. Great for watering medium to larger size yards.",【Premium Quality & Anti-Leak Design】The sprinkler head is made of high-quality ABS plastic to ensure durability and long life. The tightly sealed water outlet can prevent water leakage to make full use of water resources to achieve the most effective irrigation effect.,【Save Time & Easy To Use】Just connect the yard sprinkler directly and then fix the bottom to the grass. Turn on the faucet. You can do your things with peace of mind. Leave the watering to our sprinkler. Do more with less.,"【Multipurpose And Efficient】Garden Sprinklers are suitable for grass irrigation, watering of flower and vegetable gardens, and can also be used as an entertainment device, your children and pets will not feel hot when playing in the hot summer.",,,,,,https://m.media-amazon.com/images/I/61f+etEM-2S._SX385_.jpg,https://m.media-amazon.com/images/I/61f+etEM-2S._SX466_.jpg,https://m.media-amazon.com/images/I/61f+etEM-2S._SX425_.jpg,https://m.media-amazon.com/images/I/61f+etEM-2S._SX342_.jpg,https://m.media-amazon.com/images/I/61f+etEM-2S._SX522_.jpg,,,,,,https://www.amazon.in/UCRAVO-Sprinkler-Adjustable-Sprinklers-Irrigation/dp/B0991YBLKS,,,,,"Tuesday, 27 February","UCRAVO Garden Sprinkler, Adjustable 360 Degree Rotation Lawn Sprinkler, Large Area Coverage, Sprinklers for Yard for Plant Irrigation and Kids Playing : Amazon.in: Garden & Outdoors"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy Home,B08GXFQWZN,Home & Kitchen > Home Furnishing > Carpets & Rugs > Doormats,Comfy Home High Density Atificial Grass Floor Mat (1.5 Feet X 5 Feet),949,399.00,FREE delivery,‎Comfy Home,4.0,0.0,1 rating,‎1 Kilograms,,,,,,,"65,893 in Home & Kitchen (See Top 100 in Home & Kitchen)",862 inDoormats,,Material : Polyethylene | Content : Artificial Grass Carpet. Size : 1.5 x 5 feet | Color : Natural Green,"ECO - FRIENDLY : Made of high quality non-toxic, eco-friendly polyethylene pile, safe for pet and children. UV resistant, Non-stain and lead free. Back coated with durable double rubber and drainage holes.","SAVES, MONEY, TIME & ENERGY : Heat & Fire resistant, No mowing, blowing, trimming, watering, No fertilizers, just years of enjoyment with family, friends and pets. It is all season usage product without any effect of rain, sun and snow. No worry about the grass thinning out or dying off during hot or cold weather. Easy clean with broom or wash with running water.","APPLICATION : Perfect for indoor décor such as Mat, Carpet, Door Mat, Yoga Mat and outdoor such as garden, lawn, balcony, courtyard, pool, pet area, child dollhouse, playground, sun room, terrace, office, schools, community, park etc.","SIMPLE INSTALLATION : Laying out our Artificial Grass is very simple, you only need to chose an area to put and roll out the grass and you are done!",,,,,,https://m.media-amazon.com/images/I/51SANER9wWL._SX450_.jpg,https://m.media-amazon.com/images/I/51SANER9wWL._SX425_.jpg,https://m.media-amazon.com/images/I/51SANER9wWL._SX569_.jpg,https://m.media-amazon.com/images/I/51SANER9wWL._SX466_.jpg,https://m.media-amazon.com/images/I/51SANER9wWL._SX355_.jpg,https://m.media-amazon.com/images/I/51SANER9wWL._SX679_.jpg,https://m.media-amazon.com/images/I/51SANER9wWL._SX522_.jpg,,,,https://www.amazon.in/Comfy-Home-Density-Artificial-Balcony/dp/B08GXFQWZN,,,,,"Friday, 1 March"," 
 COMFY HOME Artificial Grass is one of the most popular brands of artificial grass in the market. Its natural and realistic appearance makes your home green and fresh. We at Comfy Home use best quality eco friendly raw materials. Its 84 oz (14700 Stitches/M2) High Density makes it lush, soft and vivid. It makes your garden balcony and indoor feel alive and gives you great landscape, perfect for all indoor and outdoor projects.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton Housewares,B09291FTLY,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Jars & Containers,"Treo by Milton Hi Borosilicate Clip Fresh Round Container, 950 ml, 1 Piece",640,452.00,FREE delivery,‎Imported and Marketed by- Hamilton Housewares Private Limited; 18002092151,4.4,0.0,435 ratings,642 g,,,,,,,"55,841 in Home & Kitchen (See Top 100 in Home & Kitchen)","2,003 inJars & Containers",,Leak Resistant,,,,,,,,,,https://m.media-amazon.com/images/I/71C2kPSt1JL._SY450_.jpg,https://m.media-amazon.com/images/I/71C2kPSt1JL._SX425_.jpg,https://m.media-amazon.com/images/I/71C2kPSt1JL._SY355_.jpg,https://m.media-amazon.com/images/I/71C2kPSt1JL._SX569_.jpg,https://m.media-amazon.com/images/I/71C2kPSt1JL._SX466_.jpg,https://m.media-amazon.com/images/I/71C2kPSt1JL._SX679_.jpg,https://m.media-amazon.com/images/I/71C2kPSt1JL._SX522_.jpg,,,,https://www.amazon.in/Treo-Borosilicate-Container-Transparent-CGWFFGF085ASSR0018/dp/B09291FTLY,,,,,"Tuesday, 27 February"," 
 Treo By Milton Hi Borosilicate Clip Fresh Containers easy to carry lunch as the containers are leak proof. Glass containers are 100 percent food safe. It doesn't leach potentially harmful chemical unlike the other materials. BPA free. Enjoy hot food, it is safe for use in microwave and conventional ovens. And also in freezers and refrigerators. Due to it's non-porous nature, it doesn't absorb food and food smell, stains or germs, making them very easy to clean. Retain crystal clarity even after repeated use.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clicktech Retail,B086HBKRFB,"Home Improvement > Electrical > Electrical Distribution, Breakers & Fuses > Circuit Breakers",Anchor by Panasonic UNO Series 25 Ampere Dual Pole Change Over Switch Circuit Breaker Safe Reliable Protection (98081),905,685.00,FREE delivery,‎Anchor by Panasonic,4.1,0.0,155 ratings,320 g,,,,,,,"8,040 in Home Improvement (See Top 100 in Home Improvement)",18 inCircuit Breakers,,Package contains : 1 Pcs. 25 Ampere Dual Pole Change Over Switch,6 months warranty provided by the manufacturer from date of purchase,MCB Changeover switching to an alternate source of supply from main supply,"MCB is used to control, master and regulate the electrical power systems, fuses, switches, circuit breakers work on the same principle. These devices are equipped for de-energizing the circuits allowing them to work easily and prevent faults.","Anchor circuit breakers play an essential role in safeguarding you and your home from any mishaps due to over current, overload or short circuit.",,,,,,https://m.media-amazon.com/images/I/51WN9nCg6vS._SX466_.jpg,https://m.media-amazon.com/images/I/51WN9nCg6vS._SX425_.jpg,https://m.media-amazon.com/images/I/51WN9nCg6vS._SX569_.jpg,https://m.media-amazon.com/images/I/51WN9nCg6vS._SY355_.jpg,https://m.media-amazon.com/images/I/51WN9nCg6vS._SY450_.jpg,https://m.media-amazon.com/images/I/51WN9nCg6vS._SX522_.jpg,https://m.media-amazon.com/images/I/51WN9nCg6vS._SX679_.jpg,,,,https://www.amazon.in/Anchor-Panasonic-98081-Reliable-Protection/dp/B086HBKRFB,,,,,"Tuesday, 27 February"," 
 Anchor by Panasonic Flex Box is an appliance designed to connect the electrical devices over long distances with the cord length of around 4 meters which is made of high quality material.Also it has swift cord pull action with ISI approved cords. It can be used at offices, household and commercial places. It is made with high-quality material that makes it shock resistant and enables the user for safe usage.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B089M91FCK,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Jars & Containers,Priya Stainless Steel Jetstar Milk Can/Milk Barni/Milk Pot/Oil Can (with Lid) - Capacity 1.5 Liter and Diameter - 5.1 inches,"2,999",853.10,,‎no,4.7,0.0,40 ratings,440 g,,,,,,,"109,248 in Home & Kitchen (See Top 100 in Home & Kitchen)","3,734 inJars & Containers",,Important: The product is Not Spill-Proof as the lid is not Air-Tight.,"Made out of quality , food grade , heavy gauge , stainless steel","Devoid of rust and crack , non - reactive with liquids , jointless body",The product is ideal for storing Ghee/Oil and milk,The products is corrosion resistant,,,,,,https://m.media-amazon.com/images/I/61BiHlnqf3L._SX569_.jpg,https://m.media-amazon.com/images/I/61BiHlnqf3L._SX425_.jpg,https://m.media-amazon.com/images/I/61BiHlnqf3L._SX466_.jpg,https://m.media-amazon.com/images/I/61BiHlnqf3L._SX522_.jpg,https://m.media-amazon.com/images/I/61BiHlnqf3L._SY450_.jpg,https://m.media-amazon.com/images/I/61BiHlnqf3L._SX679_.jpg,https://m.media-amazon.com/images/I/61BiHlnqf3L._SY355_.jpg,,,,https://www.amazon.in/Priya-Stainless-Steel-Jetstar-Barni/dp/B089M91FCK,,,,,," 
 Priya enumerated brand of Ranakpur Steel is a trusted marque in Stainless Steel Home Appliances. Priya JetStar Milk Can is a traditional container that can be found in most Indian homes to store and provide easy access to most commonly used items.The product is made from high quality stainless steel making it highly durable. The product is ideal for storing and carrying milk during travelling.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics Bazaar  Store,B07VTRQMLC,Toys & Games > Dress Up & Pretend Play > Costumes,BookMyCostume Subhash Chandra Bose Freedom Fighter Kids Fancy Dress Costume - Green 7-8 years,"1,799","1,304.00",FREE delivery,‎DISFRAZ ONLINE PRIVATE LIMITED,4.0,0.0,207 ratings,‎500 g,,,,,,6 October 2020,"3,933 in Toys & Games (See Top 100 in Toys & Games)",116 inCostumes (Toys & Games),,"Contains an Army Green Shirt, Green Pants, Round Glasses and Green Netaji Cap",Be assured while buying this costume with the BookMyCostume Brand Promise. Choose from over 700 costumes & accessories. Rental feature available only on company's brand page and iOS/Android apps.,Category: National Leaders,Material: Cotton,"BookMyCostume products are ideal for Theme Parties, School Fancy Dress Competitions, Annual Day Celebrations, Birthday gifts, Events, Religious Festivals, and for Adding Fun in Daily Life.",,,,,,https://m.media-amazon.com/images/I/610JShY26CL._SY879_.jpg,https://m.media-amazon.com/images/I/610JShY26CL._SY355_.jpg,https://m.media-amazon.com/images/I/610JShY26CL._SY741_.jpg,https://m.media-amazon.com/images/I/610JShY26CL._SY606_.jpg,https://m.media-amazon.com/images/I/610JShY26CL._SY679_.jpg,https://m.media-amazon.com/images/I/610JShY26CL._SY450_.jpg,https://m.media-amazon.com/images/I/610JShY26CL._SY550_.jpg,,,,https://www.amazon.in/BookMyCostume-Subhash-Chandra-Freedom-Fighter/dp/B07VTRQMLC,,,,,"Tuesday, 27 February","Amazon.in: Buy BookMyCostume Subhash Chandra Bose Freedom Fighter Kids Fancy Dress Costume - Green 7-8 years online at low price in India on Amazon.in. Check out BookMyCostume Subhash Chandra Bose Freedom Fighter Kids Fancy Dress Costume - Green 7-8 years reviews, ratings, specifications and more at Amazon.in. Free Shipping, Cash on Delivery Available."
